cino,date_of_decision,dt_regis,reg_year_date,case_age_days,case_age_months,case_age_years
HRSI010087482019,NA,07/08/2019,2018,237,7.9 ,0.65 
HRSI010022662020,NA,13/03/2020,2017,18,0.6 ,0.05 
HRSI010063722015,16/02/2016,16/11/2015,2019,92,3.1 ,0.25 
HRSI010044562014,01/02/2016,29/09/2014,2019,490,16.3 ,1.34 
HRSI010024672018,30/04/2018,19/04/2018,2019,11,0.4 ,0.03 
HRSI010118902019,NA,25/11/2019,2017,127,4.2 ,0.35 
HRSI010115912019,NA,13/11/2019,2017,139,4.6 ,0.38 
HRSI010027672018,14/03/2019,02/05/2018,2020,316,10.5 ,0.87 
HRSI010032462015,27/07/2017,29/05/2015,2018,790,26.3 ,2.16 
HRSI010019232018,18/10/2019,27/03/2018,2016,570,19.0 ,1.56 
HRSI010066562019,NA,15/05/2019,2018,321,10.7 ,0.88 
HRSI010121512019,16/01/2020,05/12/2019,2015,42,1.4 ,0.12 
HRSI010011342016,06/09/2017,10/03/2016,2018,545,18.2 ,1.49 
HRSI010018582020,NA,27/02/2020,2016,33,1.1 ,0.09 
HRSI010007482018,05/01/2019,02/02/2018,2020,337,11.2 ,0.92 
HRSI010039382019,01/04/2019,01/02/2019,2018,59,2.0 ,0.16 
HRSI010064922018,14/01/2019,11/10/2018,2019,95,3.2 ,0.26 
HRSI010049492019,01/06/2019,12/03/2019,2020,81,2.7 ,0.22 
HRSI010002562015,23/07/2015,12/01/2015,2019,192,6.4 ,0.53 
HRSI010056452016,16/03/2017,11/11/2016,2019,125,4.2 ,0.34 
HRSI010070992015,21/03/2016,04/01/2016,2019,77,2.6 ,0.21 
HRSI010009822019,27/03/2019,07/01/2019,2017,79,2.6 ,0.22 
HRSI010060312015,07/12/2015,23/10/2015,2020,45,1.5 ,0.12 
HRSI010073302019,NA,06/06/2019,2015,299,10.0 ,0.82 
HRSI010012202015,07/12/2015,04/03/2015,2020,278,9.3 ,0.76 
HRSI010021342020,NA,06/03/2020,2018,25,0.8 ,0.07 
HRSI010064582018,NA,10/10/2018,2018,538,17.9 ,1.47 
HRSI010115762019,06/01/2020,13/11/2019,2018,54,1.8 ,0.15 
HRSI010000042016,19/09/2017,02/01/2016,2019,626,20.9 ,1.72 
HRSI010039102014,24/09/2015,30/08/2014,2016,390,13.0 ,1.07 
HRSI010042992014,01/06/2015,18/09/2014,2017,256,8.5 ,0.70 
HRSI010052032016,22/12/2017,14/10/2016,2017,434,14.5 ,1.19 
HRSI010011802018,05/08/2019,21/02/2018,2019,530,17.7 ,1.45 
HRHS010036752019,21/09/2019,26/04/2019,2019,148,4.9 ,0.41 
HRHS010073022018,NA,23/08/2018,2016,586,19.5 ,1.61 
HRHS010066242018,05/04/2019,31/07/2018,2017,248,8.3 ,0.68 
HRHS010086002016,18/11/2017,25/10/2016,2017,389,13.0 ,1.07 
HRHS010012422020,NA,04/02/2020,2017,56,1.9 ,0.15 
HRHS010081812016,09/02/2017,12/10/2016,2016,120,4.0 ,0.33 
HRHS010017712020,NA,24/02/2020,2017,36,1.2 ,0.10 
HRHS010114092018,13/11/2019,21/12/2018,2016,327,10.9 ,0.90 
HRHS010085872018,10/07/2019,26/09/2018,2016,287,9.6 ,0.79 
HRHS010020692019,NA,08/03/2019,2015,389,13.0 ,1.07 
HRHS010066962019,NA,29/07/2019,2017,246,8.2 ,0.67 
HRHS010020482018,08/05/2018,06/03/2018,2019,63,2.1 ,0.17 
HRHS010076302017,14/05/2018,20/09/2017,2019,236,7.9 ,0.65 
HRHS010003982019,18/11/2019,10/01/2019,2014,312,10.4 ,0.85 
HRHS010027992019,10/02/2020,01/04/2019,2019,315,10.5 ,0.86 
HRHS010036382019,NA,25/04/2019,2014,341,11.4 ,0.93 
HRHS010003632018,08/02/2019,09/01/2018,2014,395,13.2 ,1.08 
HRHS010085192017,21/08/2018,27/10/2017,2014,298,9.9 ,0.82 
HRHS010004702020,NA,13/01/2020,2014,78,2.6 ,0.21 
HRHS010061492019,NA,17/07/2019,2019,258,8.6 ,0.71 
HRHS010039082015,08/12/2015,05/06/2015,2016,186,6.2 ,0.51 
HRHS010073072018,28/11/2019,23/08/2018,2016,462,15.4 ,1.27 
HRHS010069552019,NA,03/08/2019,2019,241,8.0 ,0.66 
HRHS010056652019,NA,06/07/2019,2015,269,9.0 ,0.74 
HRHS010093172017,06/10/2018,21/11/2017,2017,319,10.6 ,0.87 
HRHS010083262019,NA,11/09/2019,2014,202,6.7 ,0.55 
HRHS010050592019,NA,06/06/2019,2014,299,10.0 ,0.82 
HRHS010070392017,06/09/2018,05/09/2017,2018,366,12.2 ,1.00 
HRHS010012862019,06/05/2019,11/02/2019,2015,84,2.8 ,0.23 
HRHS010038322019,NA,01/05/2019,2019,335,11.2 ,0.92 
HRHS010020282019,NA,07/03/2019,2019,390,13.0 ,1.07 
HRHS010078102019,NA,28/08/2019,2019,216,7.2 ,0.59 
HRHS010076432017,18/09/2018,22/09/2017,2019,361,12.0 ,0.99 
HRHS010031652019,28/08/2019,11/04/2019,2019,139,4.6 ,0.38 
HRHS010080152017,12/02/2020,06/10/2017,2017,859,28.6 ,2.35 
HRHS010050822018,05/12/2019,31/05/2018,2016,553,18.4 ,1.52 
HRHS010012412020,NA,04/02/2020,2016,56,1.9 ,0.15 
HRHS010030202018,30/11/2018,04/04/2018,2014,240,8.0 ,0.66 
HRHS010104402018,03/10/2019,28/11/2018,2014,309,10.3 ,0.85 
HRHS010079462018,16/08/2019,06/09/2018,2016,344,11.5 ,0.94 
HRHS010061412018,29/07/2019,18/07/2018,2017,376,12.5 ,1.03 
HRHS010074442019,19/10/2019,17/08/2019,2017,63,2.1 ,0.17 
HRHS010004172017,05/06/2017,17/01/2017,2017,139,4.6 ,0.38 
HRHS010010492019,27/11/2019,01/02/2019,2016,299,10.0 ,0.82 
HRHS010012812019,15/02/2020,08/02/2019,2019,372,12.4 ,1.02 
HRHS010095022018,07/09/2019,26/10/2018,2019,316,10.5 ,0.87 
HRHS010052622018,21/08/2019,03/07/2018,2019,414,13.8 ,1.13 
HRHS010077932018,02/09/2019,04/09/2018,2019,363,12.1 ,0.99 
HRHS010080382019,04/11/2019,03/09/2019,2015,62,2.1 ,0.17 
HRHS010016522019,NA,22/02/2019,2019,403,13.4 ,1.10 
HRHS010041222019,28/01/2020,09/05/2019,2017,264,8.8 ,0.72 
HRHS010066652018,17/07/2019,31/07/2018,2014,351,11.7 ,0.96 
HRHS010056742019,NA,06/07/2019,2014,269,9.0 ,0.74 
HRHS010057312018,NA,05/07/2018,2015,635,21.2 ,1.74 
HRHS010036992016,07/11/2017,24/05/2016,2019,532,17.7 ,1.46 
HRHS010100602019,04/02/2020,06/11/2019,2019,90,3.0 ,0.25 
HRHS010072272017,04/02/2019,09/09/2017,2019,513,17.1 ,1.41 
HRHS010097612018,06/06/2019,03/11/2018,2016,215,7.2 ,0.59 
HRHS010097742019,NA,24/10/2019,2017,159,5.3 ,0.44 
HRHS010092082016,01/02/2017,11/11/2016,2016,82,2.7 ,0.22 
HRHS010036512017,19/03/2019,05/05/2017,2015,683,22.8 ,1.87 
HRHS010114052018,19/12/2019,21/12/2018,2019,363,12.1 ,0.99 
HRHS010016052019,NA,21/02/2019,2018,404,13.5 ,1.11 
HRHS010004642020,NA,13/01/2020,2017,78,2.6 ,0.21 
HRHS010066572018,09/07/2019,02/08/2018,2019,341,11.4 ,0.93 
HRHS010043992019,NA,17/05/2019,2019,319,10.6 ,0.87 
HRHS010113352018,NA,20/12/2018,2019,467,15.6 ,1.28 
HRHS010052222017,15/01/2019,11/07/2017,2019,553,18.4 ,1.52 
HRHS010083402018,05/11/2019,18/09/2018,2019,413,13.8 ,1.13 
HRHS010028342016,31/08/2017,27/04/2016,2016,491,16.4 ,1.35 
HRHS010061372016,16/11/2018,03/09/2016,2019,804,26.8 ,2.20 
HRHS010010842020,NA,29/01/2020,2019,62,2.1 ,0.17 
HRHS010017792020,NA,24/02/2020,2015,36,1.2 ,0.10 
HRHS010058072017,13/10/2018,01/08/2017,2015,438,14.6 ,1.20 
HRHS010024662018,11/05/2018,17/03/2018,2014,55,1.8 ,0.15 
HRHS010091442018,16/07/2019,15/10/2018,2014,274,9.1 ,0.75 
HRHS010002612017,04/08/2017,09/01/2017,2019,207,6.9 ,0.57 
HRHS010063172019,NA,19/07/2019,2019,256,8.5 ,0.70 
HRHS010025802020,NA,20/03/2020,2019,11,0.4 ,0.03 
HRHS010036652019,NA,26/04/2019,2019,340,11.3 ,0.93 
HRHS010005212018,12/03/2018,15/01/2018,2016,56,1.9 ,0.15 
HRHS010098172017,29/11/2018,08/12/2017,2014,356,11.9 ,0.98 
HRHS010082062019,NA,07/09/2019,2019,206,6.9 ,0.56 
HRHS010104422018,04/11/2019,28/11/2018,2017,341,11.4 ,0.93 
HRHS010066092019,NA,25/07/2019,2017,250,8.3 ,0.68 
HRHS010023862017,09/01/2018,22/03/2017,2018,293,9.8 ,0.80 
HRHS010007352019,04/07/2019,22/01/2019,2018,163,5.4 ,0.45 
HRHS010056582018,07/12/2018,04/07/2018,2016,156,5.2 ,0.43 
HRHS010098792017,11/01/2019,07/12/2017,2019,400,13.3 ,1.10 
HRHS010061662017,20/02/2019,09/08/2017,2015,560,18.7 ,1.53 
HRHS010004192018,15/02/2019,10/01/2018,2016,401,13.4 ,1.10 
HRHS010016072019,31/01/2020,21/02/2019,2019,344,11.5 ,0.94 
HRHS010066252018,17/07/2019,31/07/2018,2018,351,11.7 ,0.96 
HRHS010043642019,NA,17/05/2019,2017,319,10.6 ,0.87 
HRHS010078772016,08/12/2017,01/10/2016,2018,433,14.4 ,1.19 
HRHS010074582019,05/02/2020,19/08/2019,2017,170,5.7 ,0.47 
HRHS010016492019,03/03/2020,22/02/2019,2019,375,12.5 ,1.03 
HRHS010030812018,06/04/2019,06/04/2018,2019,365,12.2 ,1.00 
HRHS010085872017,27/11/2018,27/10/2017,2019,396,13.2 ,1.08 
HRHS010020442015,06/08/2015,01/04/2015,2015,127,4.2 ,0.35 
HRHS010005652016,30/01/2016,22/01/2016,2015,8,0.3 ,0.02 
HRHS010091552017,21/02/2019,17/11/2017,2015,461,15.4 ,1.26 
HRHS010101482019,NA,08/11/2019,2019,144,4.8 ,0.39 
HRHS010103832016,04/01/2017,23/12/2016,2019,12,0.4 ,0.03 
HRHS010081742018,21/11/2019,13/09/2018,2014,434,14.5 ,1.19 
HRHS010066232019,NA,26/07/2019,2015,249,8.3 ,0.68 
HRHS010086612017,25/07/2018,30/10/2017,2017,268,8.9 ,0.73 
HRHS010086442016,04/02/2019,21/10/2016,2015,836,27.9 ,2.29 
HRHS010066582018,19/09/2019,03/08/2018,2019,412,13.7 ,1.13 
HRHS010041382017,07/10/2017,22/05/2017,2016,138,4.6 ,0.38 
HRHS010096332018,16/07/2019,30/10/2018,2018,259,8.6 ,0.71 
HRHS010058732016,15/01/2018,26/08/2016,2015,507,16.9 ,1.39 
HRHS010076462018,09/04/2019,30/08/2018,2017,222,7.4 ,0.61 
HRHS010007062020,NA,18/01/2020,2017,73,2.4 ,0.20 
HRHS010104412018,08/11/2019,28/11/2018,2017,345,11.5 ,0.95 
HRHS010060632018,07/09/2018,17/07/2018,2014,52,1.7 ,0.14 
HRHS010045382019,17/02/2020,22/05/2019,2019,271,9.0 ,0.74 
HRHS010001552020,NA,04/01/2020,2017,87,2.9 ,0.24 
HRHS010029412019,NA,05/04/2019,2016,361,12.0 ,0.99 
HRHS010062672018,29/05/2019,21/07/2018,2015,312,10.4 ,0.85 
HRHS010103842016,28/04/2017,23/12/2016,2019,126,4.2 ,0.35 
HRHS010044742019,05/09/2019,21/05/2019,2019,107,3.6 ,0.29 
HRHS010015672019,NA,20/02/2019,2019,405,13.5 ,1.11 
HRHS010001372018,24/07/2018,03/01/2018,2016,202,6.7 ,0.55 
HRHS010088012015,18/02/2017,24/12/2015,2016,422,14.1 ,1.16 
HRHS010013162016,24/01/2018,18/02/2016,2017,706,23.5 ,1.93 
HRHS010045572017,29/08/2017,06/06/2017,2016,84,2.8 ,0.23 
HRHS010014942019,01/06/2019,16/02/2019,2016,105,3.5 ,0.29 
HRHS010114442019,NA,18/12/2019,2018,104,3.5 ,0.28 
HRHS010094172018,25/11/2019,23/10/2018,2016,398,13.3 ,1.09 
HRHS010013572018,NA,12/02/2018,2017,778,25.9 ,2.13 
HRHS010067752017,09/03/2018,01/09/2017,2014,189,6.3 ,0.52 
HRHS010048932018,23/01/2019,25/05/2018,2018,243,8.1 ,0.67 
HRHS010016172019,NA,21/02/2019,2015,404,13.5 ,1.11 
HRHS010046362017,31/10/2018,15/06/2017,2018,503,16.8 ,1.38 
HRHS010027132018,15/12/2018,27/03/2018,2019,263,8.8 ,0.72 
HRHS010092352016,24/04/2017,11/11/2016,2019,164,5.5 ,0.45 
HRHS010044842019,NA,21/05/2019,2018,315,10.5 ,0.86 
HRHS010020562016,17/02/2017,29/03/2016,2019,325,10.8 ,0.89 
HRHS010088522017,20/08/2018,06/11/2017,2019,287,9.6 ,0.79 
HRHS010002202017,14/07/2017,06/01/2017,2017,189,6.3 ,0.52 
HRHS010049292017,16/11/2018,03/07/2017,2018,501,16.7 ,1.37 
HRHS010067592018,NA,02/08/2018,2018,607,20.2 ,1.66 
HRHS010040792019,NA,09/05/2019,2015,327,10.9 ,0.90 
HRHS010070412019,NA,06/08/2019,2017,238,7.9 ,0.65 
HRHS010049342016,18/10/2018,22/07/2016,2017,818,27.3 ,2.24 
HRHS010033122016,03/05/2017,11/05/2016,2015,357,11.9 ,0.98 
HRHS010025772019,NA,26/03/2019,2018,371,12.4 ,1.02 
HRHS010071972017,22/01/2019,12/09/2017,2018,497,16.6 ,1.36 
HRHS010075312018,03/12/2018,29/08/2018,2016,96,3.2 ,0.26 
HRHS010083272019,NA,11/09/2019,2016,202,6.7 ,0.55 
HRHS010085512019,NA,19/09/2019,2015,194,6.5 ,0.53 
HRHS010020122020,NA,29/02/2020,2019,31,1.0 ,0.08 
HRHS010019042018,14/02/2019,28/02/2018,2019,351,11.7 ,0.96 
HRHS010098302016,05/03/2018,06/12/2016,2014,454,15.1 ,1.24 
HRHS010100052016,19/12/2017,12/12/2016,2016,372,12.4 ,1.02 
HRHS010056152017,22/01/2018,24/07/2017,2016,182,6.1 ,0.50 
HRHS010098682019,03/02/2020,31/10/2019,2015,95,3.2 ,0.26 
HRHS010023612017,13/11/2017,28/03/2017,2016,230,7.7 ,0.63 
HRHS010110402019,NA,05/12/2019,2019,117,3.9 ,0.32 
HRHS010102192018,12/12/2019,20/11/2018,2019,387,12.9 ,1.06 
HRHS010062232017,11/12/2018,10/08/2017,2017,488,16.3 ,1.34 
HRHS010068712018,30/07/2019,07/08/2018,2019,357,11.9 ,0.98 
HRHS010007332018,21/12/2018,22/01/2018,2019,333,11.1 ,0.91 
HRHS010050632019,NA,06/06/2019,2019,299,10.0 ,0.82 
HRHS010014502020,NA,12/02/2020,2015,48,1.6 ,0.13 
HRHS010101582019,NA,08/11/2019,2016,144,4.8 ,0.39 
HRHS010047022018,07/08/2018,21/05/2018,2016,78,2.6 ,0.21 
HRHS010039702017,15/07/2017,16/05/2017,2016,60,2.0 ,0.16 
HRHS010070442019,NA,06/08/2019,2016,238,7.9 ,0.65 
HRHS010013152020,NA,06/02/2020,2019,54,1.8 ,0.15 
HRHS010068312018,16/05/2019,04/08/2018,2019,285,9.5 ,0.78 
HRHS010014002020,NA,11/02/2020,2018,49,1.6 ,0.13 
HRHS010075442016,21/03/2017,21/09/2016,2017,181,6.0 ,0.50 
HRHS010072012019,NA,13/08/2019,2018,231,7.7 ,0.63 
HRHS010016442019,03/08/2019,22/02/2019,2016,162,5.4 ,0.44 
HRHS010090762018,16/09/2019,11/10/2018,2019,340,11.3 ,0.93 
HRHS010106052019,NA,23/11/2019,2019,129,4.3 ,0.35 
HRHS010016162019,NA,21/02/2019,2016,404,13.5 ,1.11 
HRHS010046242017,21/12/2018,13/06/2017,2014,556,18.5 ,1.52 
HRHS010002932017,27/07/2018,10/01/2017,2017,563,18.8 ,1.54 
HRHS010050162019,19/07/2019,04/06/2019,2017,45,1.5 ,0.12 
HRHS010061082017,07/12/2017,05/08/2017,2017,124,4.1 ,0.34 
HRHS010016582019,NA,22/02/2019,2017,403,13.4 ,1.10 
HRHS010007112020,NA,18/01/2020,2016,73,2.4 ,0.20 
HRHS010050902017,05/12/2019,06/07/2017,2016,882,29.4 ,2.42 
HRHS010082592018,14/05/2019,17/09/2018,2016,239,8.0 ,0.65 
HRHS010113142018,17/12/2019,20/12/2018,2016,362,12.1 ,0.99 
HRHS010103382018,21/12/2019,26/11/2018,2018,390,13.0 ,1.07 
HRHS010023372018,24/08/2018,13/03/2018,2018,164,5.5 ,0.45 
HRHS010063782018,02/07/2019,24/07/2018,2017,343,11.4 ,0.94 
HRHS010000632017,12/12/2017,02/01/2017,2016,344,11.5 ,0.94 
HRHS010092622019,NA,09/10/2019,2017,174,5.8 ,0.48 
HRHS010004412017,25/09/2017,16/01/2017,2017,252,8.4 ,0.69 
HRHS010043802019,NA,17/05/2019,2018,319,10.6 ,0.87 
HRHS010045982019,NA,24/05/2019,2017,312,10.4 ,0.85 
HRHS010028352016,10/08/2016,27/04/2016,2014,105,3.5 ,0.29 
HRHS010040622019,NA,08/05/2019,2017,328,10.9 ,0.90 
HRHS010055462017,11/08/2017,20/07/2017,2016,22,0.7 ,0.06 
HRHS010081112018,12/07/2019,11/09/2018,2018,304,10.1 ,0.83 
HRHS010027422019,NA,30/03/2019,2016,367,12.2 ,1.01 
HRHS010050492016,20/12/2017,29/07/2016,2018,509,17.0 ,1.39 
HRHS010056342018,30/04/2019,03/07/2018,2017,301,10.0 ,0.82 
HRHS010049812018,17/07/2018,29/05/2018,2014,49,1.6 ,0.13 
HRHS010111652018,23/07/2019,18/12/2018,2015,217,7.2 ,0.59 
HRHS010079662019,NA,02/09/2019,2015,211,7.0 ,0.58 
HRHS010084312016,16/12/2016,18/10/2016,2016,59,2.0 ,0.16 
HRHS010084322016,17/02/2017,18/10/2016,2015,122,4.1 ,0.33 
HRHS010027892019,19/07/2019,01/04/2019,2016,109,3.6 ,0.30 
HRHS010007542017,15/07/2017,25/01/2017,2015,171,5.7 ,0.47 
HRHS010051812018,23/07/2019,06/06/2018,2014,412,13.7 ,1.13 
HRHS010047352018,17/12/2019,22/05/2018,2015,574,19.1 ,1.57 
HRHS010099462019,NA,02/11/2019,2015,150,5.0 ,0.41 
HRHS010108532018,03/12/2019,10/12/2018,2016,358,11.9 ,0.98 
HRHS010050672019,NA,06/06/2019,2017,299,10.0 ,0.82 
HRHS010056962019,30/01/2020,08/07/2019,2017,206,6.9 ,0.56 
HRHS010078242019,NA,28/08/2019,2016,216,7.2 ,0.59 
HRHS010059432018,18/01/2019,11/07/2018,2014,191,6.4 ,0.52 
HRHS010083342017,09/03/2018,24/10/2017,2015,136,4.5 ,0.37 
HRHS010056542017,24/07/2018,25/07/2017,2015,364,12.1 ,1.00 
HRHS010007702020,15/02/2020,20/01/2020,2015,26,0.9 ,0.07 
HRHS010076082017,01/11/2018,20/09/2017,2014,407,13.6 ,1.12 
HRHS010070292018,03/12/2018,10/08/2018,2014,115,3.8 ,0.32 
HRHS010108422018,20/08/2019,08/12/2018,2014,255,8.5 ,0.70 
HRHS010002162020,NA,06/01/2020,2018,85,2.8 ,0.23 
HRHS010105642019,NA,22/11/2019,2016,130,4.3 ,0.36 
HRHS010024882020,NA,17/03/2020,2016,14,0.5 ,0.04 
HRHS010078522018,31/07/2019,05/09/2018,2017,329,11.0 ,0.90 
HRHS010000802016,26/10/2017,04/01/2016,2015,661,22.0 ,1.81 
HRHS010084312017,09/05/2018,24/10/2017,2015,197,6.6 ,0.54 
HRHS010020542020,NA,02/03/2020,2015,29,1.0 ,0.08 
HRHS010061692016,07/07/2017,22/09/2016,2016,288,9.6 ,0.79 
HRHS010062482019,NA,18/07/2019,2014,257,8.6 ,0.70 
HRHS010092782018,14/01/2019,20/10/2018,2014,86,2.9 ,0.24 
HRHS010018922018,23/01/2019,28/02/2018,2017,329,11.0 ,0.90 
HRHS010103392018,10/04/2019,26/11/2018,2017,135,4.5 ,0.37 
HRHS010104792018,20/05/2019,29/11/2018,2015,172,5.7 ,0.47 
HRHS010091402019,12/02/2020,04/10/2019,2016,131,4.4 ,0.36 
HRHS010062802017,09/09/2017,11/08/2017,2016,29,1.0 ,0.08 
HRHS010056592018,15/05/2019,04/07/2018,2017,315,10.5 ,0.86 
HRHS010082122017,17/09/2018,12/10/2017,2017,340,11.3 ,0.93 
HRHS010061362016,17/12/2016,03/09/2016,2017,105,3.5 ,0.29 
HRHS010021812019,NA,12/03/2019,2017,385,12.8 ,1.05 
HRHS010108552019,NA,02/12/2019,2017,120,4.0 ,0.33 
HRHS010055122017,16/04/2018,19/07/2017,2017,271,9.0 ,0.74 
HRHS010083302016,24/07/2018,18/10/2016,2017,644,21.5 ,1.76 
HRHS010080202017,27/02/2019,06/10/2017,2017,509,17.0 ,1.39 
HRHS010080382018,17/08/2019,10/09/2018,2017,341,11.4 ,0.93 
HRHS010007532017,13/10/2017,30/01/2017,2017,256,8.5 ,0.70 
HRHS010045272017,06/11/2017,05/06/2017,2017,154,5.1 ,0.42 
HRHS010090872019,02/11/2019,03/10/2019,2017,30,1.0 ,0.08 
HRHS010066642018,25/03/2019,31/07/2018,2017,237,7.9 ,0.65 
HRHS010018322020,NA,25/02/2020,2017,35,1.2 ,0.10 
HRHS010084062016,07/12/2017,18/10/2016,2017,415,13.8 ,1.14 
HRHS010005142020,NA,14/01/2020,2017,77,2.6 ,0.21 
HRHS010040802019,NA,09/05/2019,2019,327,10.9 ,0.90 
HRHS010083622016,25/10/2017,14/10/2016,2020,376,12.5 ,1.03 
HRHS010076242017,NA,20/09/2017,2020,923,30.8 ,2.53 
HRHS010100572018,18/03/2019,16/11/2018,2014,122,4.1 ,0.33 
HRHS010051832018,20/07/2019,06/06/2018,2014,409,13.6 ,1.12 
HRHS010008872017,09/02/2018,31/01/2017,2020,374,12.5 ,1.02 
HRHS010076262019,NA,22/08/2019,2015,222,7.4 ,0.61 
HRHS010020692020,NA,02/03/2020,2015,29,1.0 ,0.08 
HRHS010100782017,26/09/2018,14/12/2017,2019,286,9.5 ,0.78 
HRHS010100462016,17/04/2018,14/12/2016,2015,489,16.3 ,1.34 
HRHS010069222017,08/10/2018,01/09/2017,2015,402,13.4 ,1.10 
HRHS010102092019,NA,13/11/2019,2015,139,4.6 ,0.38 
HRHS010092932018,20/11/2019,20/10/2018,2020,396,13.2 ,1.08 
HRHS010039022016,05/01/2018,07/06/2016,2018,577,19.2 ,1.58 
HRHS010008402016,02/08/2016,02/02/2016,2016,182,6.1 ,0.50 
HRHS010020162020,NA,29/02/2020,2016,31,1.0 ,0.08 
HRHS010084362018,29/07/2019,21/09/2018,2019,311,10.4 ,0.85 
HRHS010099352017,12/09/2018,11/12/2017,2016,275,9.2 ,0.75 
HRHS010038242016,03/06/2016,31/05/2016,2016,3,0.1 ,0.01 
HRHS010006242018,18/09/2018,18/01/2018,2016,243,8.1 ,0.67 
HRHS010054602016,18/08/2017,11/08/2016,2016,372,12.4 ,1.02 
HRHS010108172018,01/05/2019,07/12/2018,2016,145,4.8 ,0.40 
HRHS010105532018,03/05/2019,30/11/2018,2016,154,5.1 ,0.42 
HRHS010044212018,08/07/2019,14/05/2018,2017,420,14.0 ,1.15 
HRHS010088332019,NA,25/09/2019,2016,188,6.3 ,0.52 
HRHS010054762016,20/04/2017,12/08/2016,2016,251,8.4 ,0.69 
HRPK010037682015,07/06/2016,24/12/2015,2016,166,5.5 ,0.45 
HRPK010030652019,NA,14/05/2019,2016,322,10.7 ,0.88 
HRPK010048442017,NA,15/11/2017,2016,867,28.9 ,2.38 
HRPK010010402016,12/04/2017,04/04/2016,2019,373,12.4 ,1.02 
HRPK010036082019,24/01/2020,01/07/2019,2017,207,6.9 ,0.57 
HRPK010042312018,NA,16/10/2018,2017,532,17.7 ,1.46 
HRPK010019942015,20/10/2015,10/07/2015,2017,102,3.4 ,0.28 
HRPK010037102017,20/11/2019,08/09/2017,2017,803,26.8 ,2.20 
HRPK010022322018,30/08/2018,18/05/2018,2017,104,3.5 ,0.28 
HRPK010001832016,31/05/2016,21/01/2016,2017,131,4.4 ,0.36 
HRPK010013782017,NA,22/03/2017,2017,1105,36.8 ,3.03 
HRPK010012902016,31/05/2018,28/04/2016,2017,763,25.4 ,2.09 
HRPK010019912015,31/08/2015,09/07/2015,2017,53,1.8 ,0.15 
HRPK010030852016,31/01/2019,07/10/2016,2018,846,28.2 ,2.32 
HRPK010016442018,03/12/2018,13/04/2018,2017,234,7.8 ,0.64 
HRPK010021852017,NA,10/05/2017,2018,1056,35.2 ,2.89 
HRPK010037692018,NA,13/09/2018,2017,565,18.8 ,1.55 
HRPK010030822016,NA,07/10/2016,2016,1271,42.4 ,3.48 
HRPK010031882016,NA,17/10/2016,2017,1261,42.0 ,3.45 
HRPK010015132017,03/12/2019,01/04/2017,2017,976,32.5 ,2.67 
HRPK010021972015,27/10/2016,30/07/2015,2018,455,15.2 ,1.25 
HRPK010030672019,NA,14/05/2019,2017,322,10.7 ,0.88 
HRPK010036142017,17/07/2019,04/09/2017,2017,681,22.7 ,1.87 
HRPK010005662018,NA,06/02/2018,2017,784,26.1 ,2.15 
HRPK010037112017,12/04/2019,09/09/2017,2017,580,19.3 ,1.59 
HRPK010036302018,26/09/2019,05/09/2018,2018,386,12.9 ,1.06 
HRPK010036702018,NA,07/09/2018,2018,571,19.0 ,1.56 
HRPK010005252017,08/08/2019,03/02/2017,2018,916,30.5 ,2.51 
HRPK010038752018,NA,19/09/2018,2018,559,18.6 ,1.53 
HRPK010034862017,NA,19/08/2017,2018,955,31.8 ,2.62 
HRPK010014212019,NA,24/01/2019,2018,432,14.4 ,1.18 
HRPK010014122016,27/09/2016,12/05/2016,2019,138,4.6 ,0.38 
HRPK010030202019,22/05/2019,10/05/2019,2019,12,0.4 ,0.03 
HRPK010040902016,18/04/2018,23/12/2016,2019,481,16.0 ,1.32 
HRPK010032672015,05/01/2016,06/11/2015,2019,60,2.0 ,0.16 
HRPK010013522018,NA,28/03/2018,2018,734,24.5 ,2.01 
HRPK010031502017,NA,28/07/2017,2018,977,32.6 ,2.68 
HRPK010059622019,NA,07/12/2019,2018,115,3.8 ,0.32 
HRPK010030232019,NA,10/05/2019,2018,326,10.9 ,0.89 
HRPK010030662019,NA,14/05/2019,2018,322,10.7 ,0.88 
HRPK010030242019,NA,10/05/2019,2018,326,10.9 ,0.89 
HRPK010045632018,NA,13/11/2018,2019,504,16.8 ,1.38 
HRPK010016662016,08/09/2016,01/06/2016,2019,99,3.3 ,0.27 
HRPK010003172016,06/08/2016,02/02/2016,2018,186,6.2 ,0.51 
HRPK010036212016,20/09/2018,29/11/2016,2018,660,22.0 ,1.81 
HRPK010050432018,NA,13/12/2018,2019,474,15.8 ,1.30 
HRPK010039262017,NA,26/09/2017,2018,917,30.6 ,2.51 
HRPK010000582019,NA,02/01/2019,2018,454,15.1 ,1.24 
HRPK010027592018,NA,04/07/2018,2019,636,21.2 ,1.74 
HRPK010023222015,18/01/2016,12/08/2015,2019,159,5.3 ,0.44 
HRPK010002202017,20/11/2018,10/01/2017,2019,679,22.6 ,1.86 
HRPK010045122018,NA,05/11/2018,2018,512,17.1 ,1.40 
HRPK010019002015,20/11/2015,04/07/2015,2018,139,4.6 ,0.38 
HRPK010029712017,NA,18/07/2017,2019,987,32.9 ,2.70 
HRPK010023952019,NA,05/04/2019,2019,361,12.0 ,0.99 
HRPK010037132016,NA,02/12/2016,2019,1215,40.5 ,3.33 
